Member_number,Date,itemDescription,Frequency,Frequency_per_date,Item_Sold
3357,2014-06-22,newspapers,9,4,2
2159,2014-10-08,pot plants,8,4,1
2984,2014-09-25,cake bar,11,4,1
1351,2014-01-15,detergent,6,4,1
1359,2014-05-29,frozen fish,4,4,1
3636,2014-08-10,brown bread,8,4,1
3783,2014-04-11,white bread,23,4,1
2807,2014-06-02,newspapers,11,4,3
3960,2014-02-15,whipped/sour cream,23,4,2
4233,2014-06-23,roll products ,11,4,1
3683,2014-10-05,newspapers,14,4,2
4838,2014-09-07,frozen vegetables,8,4,3
2779,2014-01-21,whipped/sour cream,22,4,1
4297,2014-03-02,fruit/vegetable juice,23,4,3
1258,2014-08-09,fruit/vegetable juice,6,4,2
2755,2014-11-25,frozen vegetables,15,4,1
2340,2014-01-17,yogurt,18,4,5
1690,2014-05-09,whipped/sour cream,16,4,2
2592,2014-09-08,grapes,16,4,1
2952,2014-01-12,whipped/sour cream,15,4,1
3246,2014-12-25,root vegetables,22,4,2
1900,2014-03-15,vinegar,10,4,1
3414,2014-05-22,whole milk,13,4,2
1153,2014-08-10,whole milk,17,4,2
1751,2014-09-04,herbs,10,4,1
2499,2014-11-01,beverages,15,4,1
2355,2014-02-19,domestic eggs,12,4,1
3660,2014-09-21,rolls/buns,10,4,9
2760,2014-06-20,long life bakery product,23,4,1
1028,2014-04-24,baking powder,13,4,1
4657,2014-04-03,margarine,20,4,1
1569,2014-03-09,bottled beer,8,4,1
3737,2014-07-06,bottled water,33,4,3
3462,2014-10-01,other vegetables,25,4,3
2921,2014-11-18,frozen vegetables,9,4,1
1111,2014-03-03,frozen vegetables,11,4,2
1261,2014-10-06,domestic eggs,8,4,3
1572,2014-03-31,berries,20,6,2
1811,2014-06-02,other vegetables,18,4,3
3287,2014-11-12,vinegar,13,4,1
1020,2014-07-19,butter,10,4,1
2374,2014-09-16,rolls/buns,14,4,4
2252,2014-03-10,brown bread,21,4,1
3289,2014-03-21,margarine,29,4,4
1312,2014-11-12,waffles,14,4,2
1045,2014-01-12,yogurt,9,4,4
1275,2014-01-18,domestic eggs,24,4,1
4241,2014-10-02,yogurt,6,4,4
1116,2014-06-22,butter milk,24,4,1
1356,2014-08-17,butter milk,10,4,1
2354,2014-01-06,rolls/buns,6,4,2
4045,2014-07-30,coffee,11,4,2
3189,2014-04-16,pot plants,17,4,1
3515,2014-05-31,brown bread,12,4,3
1169,2014-01-25,whole milk,21,4,2
2299,2014-08-04,shopping bags,8,4,2
3539,2014-11-07,whipped/sour cream,14,4,2
2389,2014-06-06,frozen vegetables,16,4,3
1487,2014-11-02,butter,7,4,2
4698,2014-01-20,rolls/buns,8,4,4
3335,2014-09-05,canned fish,4,4,1
1065,2014-01-14,whole milk,14,4,2
4763,2014-02-27,whole milk,8,4,3
2879,2014-06-27,herbs,13,4,1
1451,2014-08-28,bottled water,6,4,3
1947,2014-01-07,berries,9,4,1
4364,2014-04-13,frozen vegetables,22,4,1
4477,2014-10-14,newspapers,7,4,1
1150,2014-09-06,rolls/buns,10,4,2
2873,2014-05-23,whole milk,16,4,2
3040,2014-10-11,frozen meals,4,4,2
4862,2014-06-08,tropical fruit,12,4,2
2795,2014-06-27,soda,12,4,2
2254,2014-01-30,frozen vegetables,12,4,1
2066,2014-12-29,yogurt,12,4,2
3180,2014-11-09,flour,36,4,1
1205,2014-08-12,bottled water,10,4,1
4040,2014-11-14,margarine,11,4,1
4760,2014-10-16,curd,18,4,2
2357,2014-06-05,frozen vegetables,20,4,1
1507,2014-05-24,domestic eggs,16,4,2
1870,2014-06-10,yogurt,25,4,2
3900,2014-08-05,curd,14,4,1
3627,2014-07-06,butter,4,4,1
2098,2014-08-02,rolls/buns,7,4,2
2242,2014-04-27,napkins,12,4,2
3444,2014-01-07,syrup,8,4,1
2437,2014-06-24,butter milk,15,4,1
2267,2014-06-10,instant coffee,15,4,2
3930,2014-05-31,curd,8,4,2
1964,2014-03-18,hygiene articles,10,4,1
4362,2014-01-14,rolls/buns,15,4,9
2339,2014-05-20,whole milk,10,4,1
1663,2014-02-24,soft cheese,13,4,1
2384,2014-01-14,rolls/buns,6,4,9
3013,2014-04-19,domestic eggs,13,4,1
3765,2014-04-01,whole milk,9,4,5
1446,2014-05-07,bottled water,8,4,3
2135,2014-02-15,newspapers,8,4,1
4872,2014-06-01,softener,12,4,1
4817,2014-05-14,candles,12,4,1
2571,2014-07-07,long life bakery product,8,4,2
4338,2014-07-07,salty snack,28,4,1
2760,2014-04-01,domestic eggs,23,4,3
4564,2014-10-11,bottled beer,17,4,2
1862,2014-05-21,oil,15,4,1
4155,2014-09-10,whole milk,17,4,3
2965,2014-01-04,white bread,6,4,2
4854,2014-01-12,domestic eggs,8,4,1
3349,2014-01-18,liquor,8,4,1
3416,2014-04-05,bottled beer,14,4,1
1466,2014-08-23,white bread,23,4,1
1032,2014-09-23,whole milk,16,4,4
4489,2014-05-24,bottled water,8,4,2
3862,2014-03-14,onions,21,4,2
1181,2014-07-13,oil,8,4,1
4772,2014-06-08,curd,10,4,1
3612,2014-05-31,yogurt,14,4,4
3266,2014-10-07,margarine,22,4,2
4969,2014-01-07,salty snack,13,4,1
1035,2014-08-15,white wine,14,4,1
2917,2014-04-22,waffles,6,4,1
2861,2014-10-25,whole milk,12,4,4
3247,2014-08-09,pastry,24,4,1
3913,2014-05-06,bottled beer,12,4,3
3877,2014-06-20,cat food,16,4,1
1129,2014-11-14,yogurt,13,4,5
2605,2014-06-02,other vegetables,6,4,3
2308,2014-09-10,yogurt,6,4,2
1412,2014-06-20,newspapers,12,4,2
3743,2014-01-06,soda,17,4,4
2937,2014-10-06,shopping bags,17,4,2
1932,2014-07-06,bottled beer,20,4,2
3857,2014-04-03,hard cheese,14,4,2
3810,2014-07-21,margarine,6,4,1
1241,2014-08-14,pasta,11,4,2
1607,2014-10-12,shopping bags,6,4,2
3854,2014-06-26,sweet spreads,8,4,1
4509,2014-07-30,rolls/buns,20,4,2
2654,2014-08-08,soda,19,4,2
2511,2014-10-04,artif. sweetener,21,4,2
4337,2014-04-27,coffee,9,4,2
2993,2014-07-08,butter milk,15,4,1
3138,2014-12-28,rolls/buns,13,4,4
3518,2014-02-08,whole milk,16,4,3
1057,2014-01-06,domestic eggs,8,4,4
2125,2014-04-02,chewing gum,6,4,1
4137,2014-07-23,canned fish,26,4,1
4761,2014-11-24,white bread,12,4,1
1162,2014-03-28,berries,12,4,3
1761,2014-02-26,dish cleaner,18,4,1
3507,2014-07-20,newspapers,18,4,2
3104,2014-02-06,bottled beer,18,4,3
2070,2014-04-27,domestic eggs,24,4,1
4266,2014-02-19,margarine,19,4,2
4187,2014-05-04,soda,21,4,2
3297,2014-05-29,fruit/vegetable juice,12,4,2
2618,2014-01-05,whipped/sour cream,16,4,1
3895,2014-06-02,soda,10,4,1
4657,2014-09-21,rolls/buns,20,4,9
2042,2014-04-17,shopping bags,14,4,1
1342,2014-04-03,rolls/buns,13,4,3
2784,2014-05-26,whipped/sour cream,13,4,3
4110,2014-01-25,yogurt,16,4,2
2908,2014-04-27,yogurt,8,4,3
3489,2014-08-26,margarine,15,4,1
1335,2014-01-03,dishes,12,4,1
2718,2014-02-07,root vegetables,20,4,2
1153,2014-03-28,rolls/buns,17,4,2
4165,2014-04-03,brown bread,20,6,2
3769,2014-01-31,yogurt,11,4,4
1733,2014-02-27,rolls/buns,17,4,7
2290,2014-12-23,margarine,11,4,1
2669,2014-03-24,rolls/buns,11,4,2
1852,2014-03-04,whole milk,10,4,3
4515,2014-03-06,sugar,19,4,1
4875,2014-04-15,bottled beer,29,4,1
3437,2014-10-31,frozen vegetables,14,4,2
1494,2014-05-16,hard cheese,16,4,1
4505,2014-12-30,root vegetables,13,4,3
2440,2014-11-10,domestic eggs,25,4,2
2603,2014-06-28,yogurt,4,4,1
4629,2014-11-23,pickled vegetables,10,4,1
3382,2014-04-01,yogurt,10,4,3
4509,2014-06-06,liquor,20,4,1
1510,2014-10-13,frozen meals,18,4,1
2470,2014-12-12,oil,11,4,1
4487,2014-04-08,hygiene articles,19,4,1
4574,2014-11-22,bottled beer,21,4,4
4005,2014-05-13,mustard,4,4,1
1379,2014-06-11,oil,28,4,2
3830,2014-10-12,ice cream,23,4,1
4812,2014-06-09,other vegetables,15,4,3
3956,2014-01-01,shopping bags,16,4,2
4234,2014-10-01,beverages,20,4,1
3180,2014-07-30,whole milk,36,4,2
3300,2014-07-31,rolls/buns,11,4,3
4287,2014-07-20,pasta,6,4,1
1628,2014-02-10,margarine,15,4,2
2033,2014-04-05,sweet spreads,11,4,1
2517,2014-04-17,flour,27,4,2
2430,2014-01-28,margarine,12,4,2
3108,2014-03-25,domestic eggs,4,4,3
4574,2014-04-18,yogurt,21,4,2
2851,2014-05-05,specialty chocolate,29,4,1
4719,2014-02-12,detergent,16,4,1
1128,2014-03-27,soda,10,4,1
1571,2014-11-17,bottled beer,8,4,1
1810,2014-04-30,domestic eggs,12,4,1
2453,2014-10-01,napkins,15,3,3
3616,2014-11-05,cling film/bags,7,3,1
2530,2014-08-06,cream cheese ,11,3,2
4617,2014-11-24,brandy,9,3,1
2176,2014-05-14,butter,13,3,3
4183,2014-06-19,dog food,17,3,1
2951,2014-12-30,frozen vegetables,7,3,1
2587,2014-10-30,honey,13,3,1
4540,2014-08-23,kitchen towels,12,3,1
3024,2014-12-22,roll products ,5,3,1
2348,2014-07-23,shopping bags,18,3,1
4559,2014-09-01,frozen vegetables,10,3,2
3213,2014-07-02,chocolate marshmallow,7,3,1
3972,2014-08-14,hard cheese,14,3,3
4935,2014-02-16,cat food,8,3,1
4198,2014-11-10,rolls/buns,5,3,5
1139,2014-02-02,brown bread,9,3,1
4959,2014-10-10,rubbing alcohol,12,3,1
1550,2014-09-03,brown bread,7,3,1
3536,2014-04-04,oil,3,3,2
4697,2014-11-03,bottled water,12,3,5
3164,2014-03-24,white bread,21,3,1
4640,2014-11-03,bottled water,9,3,5
2986,2014-11-05,newspapers,17,3,3
1878,2014-08-22,soda,21,3,1
1037,2014-02-24,white bread,10,3,1
3863,2014-03-10,specialty cheese,14,3,1
1534,2014-11-05,bottled water,18,3,2
1109,2014-11-22,salty snack,12,3,2
2381,2014-05-07,soda,19,3,2
3787,2014-09-25,white bread,9,3,1
4628,2014-07-02,coffee,20,3,1
3157,2014-10-08,waffles,7,3,2
2535,2014-12-29,white wine,13,3,2
1006,2014-07-05,softener,15,3,1
3897,2014-11-04,coffee,13,3,2
2804,2014-09-19,canned vegetables,9,3,1
3804,2014-09-21,canned beer,9,3,1
3060,2014-08-18,butter,7,3,1
3158,2014-05-06,soda,9,3,4
2651,2014-09-11,white bread,4,2,1
2036,2014-02-02,soda,6,2,2
3362,2014-05-31,soda,2,2,6
3511,2014-06-04,bottled beer,14,2,2
3083,2014-05-27,fruit/vegetable juice,10,2,1
2193,2014-10-23,pastry,27,2,2
2733,2014-01-04,red/blush wine,6,2,1
3158,2014-09-03,margarine,9,2,2
4794,2014-10-02,beverages,11,2,1
4515,2014-04-24,soda,19,2,2
1171,2014-08-04,soda,10,2,2
2375,2014-03-25,cat food,11,2,3
1234,2014-05-12,pastry,10,2,1
3488,2014-06-25,specialty chocolate,7,2,1
1118,2014-12-09,condensed milk,18,2,1
1754,2014-06-30,pickled vegetables,14,2,1
3772,2014-07-30,shopping bags,8,2,4
4906,2014-03-11,brandy,11,2,1
3727,2014-07-06,coffee,13,2,1
4502,2014-09-13,shopping bags,9,2,3
3329,2014-06-04,pastry,13,2,3
4342,2014-04-17,whole milk,10,2,7
4659,2014-10-05,soda,8,2,2
2359,2014-07-05,instant coffee,13,2,1
4133,2014-02-17,pastry,13,2,1
1777,2014-04-02,sugar,20,2,1
1696,2014-09-06,coffee,13,2,1
2888,2014-05-04,other vegetables,9,2,4
2166,2014-10-11,brown bread,15,2,3
1780,2014-10-07,whole milk,21,2,3
2477,2014-04-01,soda,7,2,3
3344,2014-01-14,yogurt,12,2,3
3658,2014-05-08,whipped/sour cream,9,2,3
4106,2014-07-18,bottled water,13,2,2
1810,2014-09-07,other vegetables,12,2,4
2698,2014-03-31,whole milk,8,2,4
2470,2014-12-13,rolls/buns,11,2,4
3122,2014-09-30,hygiene articles,24,2,1
4637,2014-12-08,meat spreads,11,2,1
3435,2014-05-29,pasta,10,2,1
3982,2014-02-13,dessert,15,2,1
1297,2014-01-31,red/blush wine,9,2,1
2935,2014-01-03,processed cheese,10,2,1
2625,2014-09-24,whole milk,31,2,3
2830,2014-07-19,rolls/buns,11,2,1
1347,2014-07-22,semi-finished bread,14,2,2
3768,2014-06-30,soda,16,2,2
4709,2014-08-08,pasta,6,2,2
3544,2014-09-03,whole milk,10,2,7
1525,2014-10-25,bottled water,5,2,2
2339,2014-03-26,fruit/vegetable juice,10,2,1
1268,2014-07-22,misc. beverages,9,2,1
4635,2014-05-08,bottled water,8,2,1
4498,2014-06-14,pastry,11,2,1
4747,2014-05-01,pastry,16,2,1
1747,2014-05-24,other vegetables,11,2,7
3396,2014-07-13,yogurt,13,2,2
2873,2014-10-09,cake bar,16,2,1
2811,2014-11-14,yogurt,20,2,5
3549,2014-07-29,sugar,20,2,1
3675,2014-02-06,liquor,11,2,1
2309,2014-10-31,frozen vegetables,12,2,2
3112,2014-11-16,domestic eggs,8,2,1
1905,2014-06-02,butter,26,2,2
2811,2014-05-10,hygiene articles,20,2,1
1561,2014-03-28,fruit/vegetable juice,20,2,3
1640,2014-03-03,oil,4,2,1
2185,2014-04-01,flour,11,2,1
1697,2014-06-15,other vegetables,15,2,3
2102,2014-12-04,pet care,12,2,1
4597,2014-04-15,long life bakery product,6,2,3
3084,2014-08-10,yogurt,14,2,2
1479,2014-04-24,liquor (appetizer),14,2,1
4840,2014-04-15,house keeping products,10,4,1
2962,2014-07-29,pastry,9,2,1
3346,2014-11-29,frozen meals,6,2,1
2789,2014-05-29,bottled beer,23,2,3
4915,2014-03-18,processed cheese,16,2,1
2989,2014-03-25,bottled beer,12,2,3
3150,2014-07-13,flower soil/fertilizer,6,2,1
4729,2014-03-22,butter,6,2,2
1077,2014-09-29,brown bread,14,2,2
4435,2014-10-28,canned beer,8,2,1
2291,2014-08-14,canned beer,12,2,2
3779,2014-04-27,meat spreads,15,2,1
2842,2014-05-15,soda,4,2,5
2996,2014-09-17,candy,14,2,1
3153,2014-06-24,misc. beverages,16,2,2
3266,2014-07-16,soda,22,2,2
1143,2014-11-14,soda,12,2,2
2151,2014-04-11,shopping bags,11,2,1
1734,2014-08-17,beverages,17,2,1
1170,2014-05-22,canned beer,20,2,2
2457,2014-08-29,soda,6,2,2
3621,2014-05-18,other vegetables,18,2,4
2627,2014-02-18,coffee,8,2,1
4154,2014-12-16,pasta,8,2,1
2996,2014-08-30,house keeping products,14,2,1
4284,2014-06-18,canned beer,10,2,1
2584,2014-03-11,whole milk,20,2,4
2195,2014-04-24,margarine,8,2,1
1789,2014-09-10,newspapers,10,2,1
4453,2014-01-26,rolls/buns,18,2,1
3615,2014-04-21,hygiene articles,10,2,1
3826,2014-04-27,shopping bags,2,2,2
1028,2014-04-05,sugar,13,2,1
2871,2014-09-21,yogurt,8,2,4
2674,2014-05-19,grapes,6,2,1
3708,2014-07-17,cream cheese ,7,2,1
3194,2014-02-02,frozen vegetables,14,2,2
2111,2014-05-30,bottled beer,8,2,1
3828,2014-02-24,soda,9,2,2
1031,2014-03-04,pot plants,7,2,1
3407,2014-09-11,curd,9,2,1
3226,2014-09-15,fruit/vegetable juice,8,2,1
1198,2014-07-29,specialty chocolate,7,2,1
4032,2014-07-18,frozen vegetables,4,2,1
1687,2014-05-21,UHT-milk,11,2,1
2533,2014-10-30,ice cream,7,2,1
2396,2014-07-27,soda,11,2,4
4209,2014-03-18,chocolate,4,2,1
2982,2014-06-15,hard cheese,12,2,1
2457,2014-12-13,brown bread,6,2,3
1921,2014-03-27,napkins,14,2,1
1201,2014-10-24,whole milk,4,2,3
3140,2014-09-25,pasta,12,2,1
2576,2014-12-25,fruit/vegetable juice,4,2,4
3390,2014-11-30,cat food,11,2,1
2016,2014-09-18,whipped/sour cream,4,2,3
3004,2014-09-04,soda,4,2,4
3087,2014-04-10,yogurt,6,2,4
3866,2014-04-20,cocoa drinks,10,2,1
4013,2014-08-04,yogurt,9,2,4
1195,2014-08-14,shopping bags,6,2,2
2849,2014-06-30,brown bread,11,2,1
4604,2014-12-19,soda,4,2,3
1114,2014-12-14,citrus fruit,16,2,2
2698,2014-10-14,other vegetables,8,2,4
1074,2014-02-04,ketchup,10,2,1
2188,2014-10-08,dessert,10,2,1
2946,2014-11-19,margarine,18,2,2
2337,2014-02-25,coffee,13,2,1
2064,2014-04-06,hard cheese,8,2,2
4714,2014-06-20,bottled water,4,2,2
1515,2014-03-09,soda,13,2,1
2093,2014-05-03,oil,16,2,2
2215,2014-05-06,flower (seeds),14,2,2
4321,2014-08-13,misc. beverages,18,2,1
1700,2014-11-05,shopping bags,4,2,3
2705,2014-07-25,shopping bags,6,2,1
1904,2014-04-24,other vegetables,6,2,5
1915,2014-04-03,coffee,4,2,2
3248,2014-10-16,other vegetables,21,2,4
4785,2014-04-30,shopping bags,12,2,3
4217,2014-08-30,curd,25,2,1
3426,2014-08-17,misc. beverages,8,2,3
4130,2014-08-01,newspapers,16,4,3
3569,2014-08-10,spread cheese,6,2,2
1005,2014-01-23,margarine,4,2,1
1945,2014-11-05,whipped/sour cream,14,2,2
1109,2014-10-31,margarine,12,2,2
3176,2014-06-09,pastry,13,2,2
2394,2014-06-05,curd,29,2,1
1969,2014-08-28,bottled beer,14,2,2
3643,2014-07-08,soda,15,2,3
4656,2014-10-18,soda,21,2,3
1655,2014-06-21,frozen fish,9,2,1
3679,2014-05-25,salty snack,21,2,3
3735,2014-07-13,whole milk,9,2,7
4828,2014-11-30,salty snack,24,2,1
4756,2014-07-05,whole milk,14,2,5
4859,2014-06-07,curd,8,2,1
4342,2014-05-15,whipped/sour cream,10,2,2
3552,2014-02-24,long life bakery product,13,2,2
3373,2014-05-09,brown bread,4,2,2
2057,2014-04-16,UHT-milk,5,2,4
4324,2014-09-20,detergent,14,2,2
1165,2014-05-02,whole milk,9,2,2
2939,2014-10-22,bottled water,8,2,4
4900,2014-05-04,pickled vegetables,4,2,1
4206,2014-01-14,rolls/buns,15,2,9
2662,2014-02-03,soda,6,2,4
1107,2014-06-14,newspapers,20,2,2
2543,2014-05-27,whipped/sour cream,10,2,1
2111,2014-12-07,red/blush wine,8,2,1
4492,2014-11-25,rolls/buns,9,2,4
2037,2014-04-13,domestic eggs,8,2,2
3973,2014-06-28,pickled vegetables,16,2,2
3947,2014-05-13,newspapers,10,2,6
3662,2014-08-26,beverages,8,2,1
1495,2014-01-08,other vegetables,9,2,1
3403,2014-04-16,shopping bags,7,2,2
3580,2014-03-17,butter,4,2,2
4025,2014-05-03,UHT-milk,12,2,1
4915,2014-12-08,frozen vegetables,16,2,1
2105,2014-12-02,rolls/buns,5,2,2
3403,2014-02-26,brown bread,7,2,2
4159,2014-05-29,dishes,6,2,1
1741,2014-12-10,packaged fruit/vegetables,13,2,1
3417,2014-09-02,whole milk,8,2,1
3895,2014-06-14,light bulbs,10,2,1
1014,2014-09-04,butter milk,10,2,1
1998,2014-11-10,whipped/sour cream,27,2,3
3462,2014-10-11,bottled water,25,2,2
3584,2014-05-29,soft cheese,14,2,1
4927,2014-04-13,soda,5,2,5
1908,2014-03-28,fruit/vegetable juice,20,2,3
1139,2014-01-15,soft cheese,9,2,1
3168,2014-03-19,brown bread,12,2,2
4373,2014-07-07,house keeping products,7,2,1
4244,2014-09-20,semi-finished bread,10,2,1
4661,2014-06-09,butter,17,2,1
3305,2014-03-06,newspapers,6,2,1
1408,2014-01-09,ice cream,7,2,1
2242,2014-02-04,shopping bags,12,2,1
4160,2014-04-25,frozen vegetables,13,2,1
2129,2014-01-05,coffee,16,2,2
3518,2014-02-06,other vegetables,16,2,5
2794,2014-07-13,curd,18,2,1
3666,2014-10-15,waffles,12,2,1
3094,2014-07-13,whipped/sour cream,17,2,2
3730,2014-02-03,pastry,8,2,2
4612,2014-09-08,bottled beer,4,2,1
2897,2014-04-26,chocolate,6,2,2
4132,2014-09-20,margarine,9,2,1
4721,2014-06-24,rolls/buns,19,2,2
3113,2014-12-26,other vegetables,12,2,4
1772,2014-04-09,make up remover,8,2,1
4470,2014-02-08,liquor,14,2,1
3737,2014-12-30,pip fruit,33,2,2
4171,2014-01-07,whole milk,8,2,9
1300,2014-09-04,yogurt,2,2,4
4822,2014-01-03,yogurt,12,2,1
3458,2014-04-29,pastry,10,2,1
3912,2014-11-08,yogurt,7,2,3
2716,2014-01-16,curd cheese,16,2,1
4244,2014-04-17,bottled beer,10,2,1
3009,2014-11-13,UHT-milk,14,2,3
2406,2014-03-12,salt,17,2,1
2185,2014-05-25,other vegetables,11,2,3
1575,2014-06-27,seasonal products,10,2,1
2986,2014-11-03,soda,17,2,2
1676,2014-03-29,soda,10,2,4
2621,2014-06-26,female sanitary products,4,2,1
2709,2014-01-01,frozen vegetables,11,2,3
2706,2014-10-10,misc. beverages,23,2,1
1144,2014-04-08,coffee,16,2,1
1869,2014-03-15,frozen fish,11,2,1
3067,2014-02-27,specialty cheese,10,2,1
1297,2014-03-04,domestic eggs,9,2,1
4747,2014-04-02,soft cheese,16,2,2
3346,2014-08-11,napkins,6,2,1
1556,2014-05-31,soft cheese,2,2,1
3671,2014-04-16,whole milk,10,2,6
2648,2014-05-22,coffee,13,2,2
4622,2014-05-30,bottled water,8,2,5
2855,2014-11-07,hygiene articles,23,2,2
4494,2014-01-27,liquor,21,2,1
4575,2014-04-08,whole milk,8,2,4
4770,2014-02-17,roll products ,7,2,1
2294,2014-09-25,specialty fat,23,2,1
2449,2014-09-06,curd,8,2,2
2411,2014-04-21,whole milk,6,2,2
2257,2014-06-27,pasta,8,2,1
2271,2014-08-07,pickled vegetables,31,2,1
4101,2014-08-05,margarine,8,2,1
4564,2014-01-29,whipped/sour cream,17,2,3
2886,2014-02-14,waffles,4,2,1
2511,2014-07-12,shopping bags,21,2,5
4933,2014-07-30,curd,21,2,2
1190,2014-10-27,root vegetables,17,2,4
4364,2014-06-07,rolls/buns,22,2,2
3918,2014-12-14,specialty chocolate,13,2,2
4749,2014-10-30,mustard,9,2,1
3919,2014-02-15,pastry,10,2,2
1148,2014-11-01,other vegetables,19,2,5
4219,2014-05-14,butter milk,8,2,1
2241,2014-08-02,photo/film,9,2,1
4915,2014-01-09,sliced cheese,16,2,1
2632,2014-03-08,frozen vegetables,24,2,1
2847,2014-01-05,processed cheese,13,2,1
3937,2014-10-02,soda,10,2,2
4416,2014-02-25,other vegetables,16,2,7
2084,2014-10-11,cat food,4,2,2
3604,2014-08-12,root vegetables,15,2,5
4463,2014-05-03,flour,10,2,1
3950,2014-12-11,whole milk,15,2,4
3540,2014-02-23,cream cheese ,7,2,1
4077,2014-09-29,newspapers,14,2,1
4144,2014-05-12,waffles,8,2,1
3576,2014-05-15,herbs,2,2,1
3209,2014-04-08,liquor,11,2,1
1011,2014-06-02,pastry,13,2,3
2760,2014-04-19,whipped/sour cream,23,2,2
3967,2014-10-10,shopping bags,16,2,1
3668,2014-02-23,bottled beer,13,2,4
3258,2014-09-24,bottled water,13,2,3
4336,2014-10-12,brown bread,15,2,1
4632,2014-02-03,rolls/buns,10,2,4
1676,2014-11-11,tropical fruit,10,2,1
4566,2014-09-16,shopping bags,13,2,2
4730,2014-09-26,root vegetables,4,2,1
4274,2014-05-22,whipped/sour cream,12,2,4
2860,2014-10-26,butter,14,2,1
4316,2014-08-17,pot plants,20,2,1
3915,2014-06-11,coffee,31,2,2
2059,2014-02-17,long life bakery product,9,2,1
1694,2014-07-27,butter,6,2,1
4941,2014-02-24,soda,26,2,2
3840,2014-05-17,frozen meals,10,2,2
3282,2014-05-12,other vegetables,11,2,4
4272,2014-06-23,margarine,27,2,1
1821,2014-01-13,butter milk,8,2,1
1524,2014-02-06,brown bread,10,2,1
3849,2014-07-02,baking powder,12,2,1
2964,2014-02-04,curd,12,2,2
1506,2014-10-23,fruit/vegetable juice,5,2,1
1682,2014-09-09,newspapers,20,2,1
3458,2014-12-23,dessert,10,2,2
1248,2014-02-01,butter,16,2,2
4330,2014-05-13,domestic eggs,18,2,1
4493,2014-05-05,whole milk,10,2,3
3222,2014-12-03,frozen meals,10,2,1
1567,2014-08-13,chocolate,17,2,1
2866,2014-04-16,whole milk,2,2,6
3749,2014-09-07,whipped/sour cream,9,2,3
2034,2014-12-22,rolls/buns,6,2,2
3789,2014-01-13,rolls/buns,11,2,2
2514,2014-01-03,whole milk,11,2,2
3315,2014-01-21,whole milk,13,2,3
4951,2014-10-27,cream,13,2,1
2908,2014-03-28,yogurt,8,2,3
3439,2014-12-06,brown bread,11,2,1
2661,2014-12-05,soda,8,2,3
3609,2014-08-12,fruit/vegetable juice,10,2,1
1165,2014-04-01,house keeping products,9,2,1
1212,2014-06-03,salt,8,2,1
1921,2014-06-11,chocolate,14,2,1
3203,2014-04-04,berries,12,2,2
4984,2014-06-07,domestic eggs,7,2,1
4254,2014-12-25,domestic eggs,6,2,1
3584,2014-07-03,other vegetables,14,2,2
4008,2014-12-18,canned fish,9,2,1
2512,2014-09-28,bottled water,26,2,4
1034,2014-05-13,newspapers,9,2,6
2174,2014-07-31,frozen vegetables,7,2,2
4667,2014-08-31,waffles,17,2,1
1908,2014-08-21,soda,20,2,1
2781,2014-10-04,whole milk,13,2,5
4073,2014-01-30,berries,14,2,1
2193,2014-09-11,cling film/bags,27,2,1
1980,2014-11-21,flour,10,2,1
4226,2014-11-27,dessert,9,2,2
1508,2014-04-25,pot plants,8,2,1
4187,2014-04-19,onions,21,2,1
1793,2014-12-14,frozen vegetables,25,2,3
3160,2014-01-14,shopping bags,10,2,1
3186,2014-12-11,oil,10,2,2
3268,2014-05-04,shopping bags,16,2,4
4084,2014-11-28,other vegetables,11,2,3
3854,2014-12-27,tidbits,8,2,1
2801,2014-07-17,margarine,8,2,3
3283,2014-08-31,yogurt,9,2,3
2549,2014-06-28,bottled water,16,2,2
4707,2014-06-10,fruit/vegetable juice,4,2,1
3828,2014-05-16,bottled water,9,2,3
2946,2014-09-29,white bread,18,2,2
2156,2014-02-15,chocolate,9,2,1
2215,2014-09-15,white bread,14,2,1
4666,2014-11-26,bottled water,20,2,1
3428,2014-03-05,curd,8,2,1
4736,2014-04-25,seasonal products,11,2,2
1726,2014-03-14,other vegetables,13,2,1
3731,2014-11-02,shopping bags,9,2,1
2869,2014-11-08,bottled water,14,2,3
3632,2014-06-11,candy,4,2,1
3069,2014-04-04,dishes,6,2,1
4180,2014-08-02,canned beer,13,2,3
2743,2014-02-26,frozen potato products,17,2,1
4966,2014-12-30,margarine,6,2,1
4914,2014-04-15,chocolate marshmallow,10,2,1
2100,2014-05-13,yogurt,15,2,2
4045,2014-02-11,beverages,11,2,2
4594,2014-07-13,canned fish,18,2,1
3237,2014-08-04,yogurt,13,2,4
2515,2014-10-22,flower (seeds),12,2,1
2825,2014-05-06,frozen potato products,10,2,1
1095,2014-08-06,flour,8,2,1
2877,2014-06-13,mustard,6,2,1
3851,2014-05-06,pastry,8,2,2
2552,2014-02-19,chocolate,13,2,1
4550,2014-11-20,yogurt,16,2,3
3797,2014-01-01,whole milk,15,2,2
4630,2014-06-29,canned fish,2,2,1
1946,2014-03-08,onions,12,2,2
1803,2014-09-24,soda,9,2,4
1504,2014-12-24,cleaner,11,2,1
4320,2014-02-17,rolls/buns,15,2,4
3384,2014-03-08,frozen meals,10,2,1
2256,2014-08-02,frozen vegetables,9,2,2
2794,2014-07-23,fruit/vegetable juice,18,2,2
1389,2014-04-29,tea,8,2,1
4573,2014-03-11,sliced cheese,16,2,3
